TÍTULO,VINÍCULA,NOME DO PROVADOR,PONTOS,PREÇO,PAÍS
Hedges Family Estate 2014 C.M.S. Unoaked White Wine Sauvignon Blanc (Columbia Valley (WA)),Hedges Family Estate,Sean P. Sullivan,86,15.0,US
Amador Cellars 2013 Ottimista Vineyard Sangiovese (Amador County),Amador Cellars,Jim Gordon,91,26.0,US
Brooks 2015 Brooks Estate Vineyard Riesling (Eola-Amity Hills),Brooks,Paul Gregutt,91,24.0,US
En Garde 2013 Reserve Pinot Noir (Russian River Valley),En Garde,Virginie Boone,91,60.0,US
Epiphany 2013 Gypsy Red (Santa Barbara County),Epiphany,Matt Kettmann,91,25.0,US
Fenestra 2012 Infrared Estate Red (Livermore Valley),Fenestra,Jim Gordon,91,35.0,US
Black Stallion 2012 Gaspare Vineyard Cabernet Sauvignon (Oak Knoll District),Black Stallion,Virginie Boone,91,90.0,US
Walt 2013 Sierra Mar Vineyard Pinot Noir (Santa Lucia Highlands),Walt,Matt Kettmann,93,75.0,US
Williams Selyem 2013 Foss Vineyard Pinot Noir (Russian River Valley),Williams Selyem,Virginie Boone,93,58.0,US
Hall 2012 Jack's Masterpiece Cabernet Sauvignon (Napa Valley),Hall,Virginie Boone,93,125.0,US
Dutton-Goldfield 2013 Azaya Ranch Vineyard Pinot Noir (Marin County),Dutton-Goldfield,Jim Gordon,93,58.0,US
Dutton-Goldfield 2013 Dutton Ranch Freestone Hill Vineyard Pinot Noir (Russian River Valley),Dutton-Goldfield,Virginie Boone,93,72.0,US
Riverbench 2013 Clone 115 Pinot Noir (Santa Maria Valley),Riverbench,Matt Kettmann,93,46.0,US
Kerloo 2013 Stone Tree Malbec (Wahluke Slope),Kerloo,Sean P. Sullivan,93,40.0,US
Lucie 2014 Dutton Ranch Chardonnay (Russian River Valley),Lucie,Virginie Boone,93,50.0,US
Two Sisters 2013 Lindsay's Vineyard Pinot Noir (Sta. Rita Hills),Two Sisters,Matt Kettmann,93,75.0,US
Two Vintners 2013 Some Days Are Stones Stoney Vine Vineyard Syrah (Walla Walla Valley (WA)),Two Vintners,Sean P. Sullivan,93,45.0,US
Williams Selyem 2013 Drake Estate Vineyard Chardonnay (Russian River Valley),Williams Selyem,Virginie Boone,93,65.0,US
Zepaltas 2013 Devoto Vineyard Pinot Noir (Sonoma Coast),Zepaltas,Virginie Boone,93,46.0,US
Small and Tall 2012 Joyful Pinot Noir (Sta. Rita Hills),Small and Tall,Matt Kettmann,93,60.0,US
Cedar Mountain 2012 Blanches Vineyard Sauvignon Blanc (Livermore Valley),Cedar Mountain,Virginie Boone,85,14.0,US
Foris 2011 Fly Over Red (Rogue Valley),Foris,Sean P. Sullivan,85,14.0,US
Foris 2012 Estate Grown Riesling (Rogue Valley),Foris,Sean P. Sullivan,85,14.0,US
Proulx 2016 Resistance Willow Creek Farm Rosé (Paso Robles),Proulx,Matt Kettmann,89,42.0,US
Saviah 2015 The Jack Red (Columbia Valley (WA)),Saviah,Sean P. Sullivan,89,18.0,US
Amavi 2015 Estate Vineyards Sémillon (Walla Walla Valley (WA)),Amavi,Sean P. Sullivan,89,24.0,US
Jodar 2013 Estate Reserve Cabernet Sauvignon (El Dorado),Jodar,Jim Gordon,89,29.0,US
Las Positas 2013 Estate Barbera (Livermore Valley),Las Positas,Jim Gordon,89,45.0,US
Pepper Bridge 2014 Estate Vineyards Merlot (Walla Walla Valley (WA)),Pepper Bridge,Sean P. Sullivan,89,50.0,US
Novelty Hill 2009 Stillwater Creek Vineyard Cabernet Sauvignon (Columbia Valley (WA)),Novelty Hill,Paul Gregutt,89,30.0,US
Novelty Hill 2009 Stillwater Creek Vineyard Malbec (Columbia Valley (WA)),Novelty Hill,Paul Gregutt,89,28.0,US
Reustle 2012 Pishon Bloc Pinot Noir (Umpqua Valley),Reustle,Sean P. Sullivan,87,34.0,US
Reustle 2012 Winemaker's Reserve Tempranillo (Umpqua Valley),Reustle,Sean P. Sullivan,87,39.0,US
Festival and Feast 2013 Rosé of Pinot Noir (Sonoma County),Festival and Feast,Virginie Boone,87,24.0,US
Toboni 2010 Oakwild Ranch Pinot Noir (Russian River Valley),Toboni,Virginie Boone,87,45.0,US
Andrew Will 2009 Sorella Red (Horse Heaven Hills),Andrew Will,Paul Gregutt,95,75.0,US
Beast 2010 Wallula Vineyard Sphinx Riesling (Horse Heaven Hills),Beast,Paul Gregutt,94,25.0,US
Buty 2008 Phinny Hill Vineyard Columbia Rediviva Cabernet Sauvignon-Syrah (Horse Heaven Hills),Buty,Paul Gregutt,94,48.0,US
Efeste 2009 Eléni Syrah (Yakima Valley),Efeste,Paul Gregutt,94,45.0,US
Watermill 2008 Reserve Cabernet Sauvignon (Walla Walla Valley (WA)),Watermill,Paul Gregutt,94,35.0,US
Maison Bleue 2010 La Montagnette Upland Vineyard Grenache (Snipes Mountain),Maison Bleue,Paul Gregutt,94,35.0,US
Fielding Hills 2009 RiverBend Vineyard Tribute Red (Wahluke Slope),Fielding Hills,Paul Gregutt,94,32.0,US
Roadhouse Winery 2012 Black Label Pinot Noir (Russian River Valley),Roadhouse Winery,Virginie Boone,88,57.0,US
Sleight of Hand 2013 The Spellbinder Red (Columbia Valley (WA)),Sleight of Hand,Sean P. Sullivan,88,20.0,US
Grayson 2013 Lot 11 Chardonnay (California),Grayson,Jim Gordon,88,11.0,US
Virage 2012 Barrel Select Red (Napa Valley),Virage,Virginie Boone,94,85.0,US
Schramsberg 2011 Querencia Brut Sparkling (Napa Valley),Schramsberg,Virginie Boone,94,55.0,US
Leonetti Cellar 2012 Reserve Red (Walla Walla Valley (WA)),Leonetti Cellar,Sean P. Sullivan,94,150.0,US
Ardor 2012 Stoney Vine Vineyard Syrah (Walla Walla Valley (WA)),Ardor,Sean P. Sullivan,94,50.0,US
Cadence 2012 Bel Canto Cara Mia Vineyard Red (Red Mountain),Cadence,Sean P. Sullivan,94,60.0,US
Shafer 2013 Red Shoulder Ranch Chardonnay (Carneros),Shafer,Virginie Boone,94,52.0,US
Von Strasser 2012 Reserve Red (Diamond Mountain District),Von Strasser,Virginie Boone,94,135.0,US
Hourglass 2012 Blueline Vineyard Cabernet Sauvignon (Napa Valley),Hourglass,Jim Gordon,93,125.0,US
Janzen 2012 Cloudy's Vineyard Cabernet Sauvignon (Napa Valley),Janzen,Virginie Boone,93,125.0,US
Jarvis 2013 Estate Grown Cave Fermented Finch Hollow Unfiltered Chardonnay (Napa Valley),Jarvis,Virginie Boone,93,130.0,US
Michael David 2013 Ancient Vine Cinsault (Lodi),Michael David,Jim Gordon,93,25.0,US
Owen Roe 2013 DuBrul Vineyard Chardonnay (Yakima Valley),Owen Roe,Sean P. Sullivan,93,48.0,US
Rasa 2012 Creative Impulse DuBrul Vineyard Red (Yakima Valley),Rasa,Sean P. Sullivan,93,95.0,US
Rasa 2012 Principia Reserve Syrah (Walla Walla Valley (WA)),Rasa,Sean P. Sullivan,93,85.0,US
Saxon Brown 2012 Durell Vineyard Chardonnay (Sonoma Coast),Saxon Brown,Jim Gordon,93,58.0,US
Spring Valley Vineyard 2012 Uriah Red (Walla Walla Valley (WA)),Spring Valley Vineyard,Sean P. Sullivan,93,50.0,US
Baer 2012 Callisto Red (Columbia Valley (WA)),Baer,Sean P. Sullivan,93,39.0,US
Bucher 2013 Three Sixty Bucher Vineyard Pinot Noir (Russian River Valley),Bucher,Virginie Boone,93,55.0,US
Cadence 2012 Ciel du Cheval Vineyard Red (Red Mountain),Cadence,Sean P. Sullivan,93,45.0,US
Wolff 2014 Red Wolff Red (Central Coast),Wolff,Matt Kettmann,86,26.0,US
Marimar Estate 2013 Mas Cavalls Doña Margarita Vineyard Pinot Noir (Sonoma Coast),Marimar Estate,Virginie Boone,86,44.0,US
St. Supéry 2013 Dollarhide Estate Vineyard Merlot (Rutherford),St. Supéry,Virginie Boone,86,50.0,US
Four Vines 2014 Old Vine Zinfandel (Lodi),Four Vines,Jim Gordon,91,13.0,US
Uvaggio 2015 Dolce Moscato (Lodi),Uvaggio,Jim Gordon,91,16.0,US
Brian Benson 2013 S&M James Berry Vineyard Syrah-Mourvèdre (Paso Robles),Brian Benson,Matt Kettmann,91,55.0,US
Angel Vine 2012 Alder Ridge Vineyard Zinfandel (Columbia Valley (WA)),Angel Vine,Sean P. Sullivan,91,24.0,US
Basel Cellars 2012 Estate Merriment Red (Columbia Valley (WA)),Basel Cellars,Sean P. Sullivan,91,48.0,US
Beauregard 2010 Brut Nature Rose Méthode Champenoise Estate Grown Sparkling (Ben Lomond Mountain),Beauregard,Matt Kettmann,91,80.0,US
Cadence 2013 Bel Canto Cara Mia Vineyard Red (Red Mountain),Cadence,Sean P. Sullivan,91,60.0,US
Imagery 2014 Upper Ridge Riesling (Pine Mountain-Cloverdale Peak),Imagery,Virginie Boone,91,26.0,US
Diamond Creek 2013 Red Rock Terrace Cabernet Sauvignon (Napa Valley),Diamond Creek,Virginie Boone,91,225.0,US
Reininger 2012 Mr. Owl's Red (Walla Walla Valley (WA)),Reininger,Sean P. Sullivan,91,34.0,US
Hogue 2009 Genesis Syrah (Columbia Valley (WA)),Hogue,Paul Gregutt,90,16.0,US
Treveri Cellars NV Demi-Sec Gewürztraminer (Columbia Valley (WA)),Treveri Cellars,Paul Gregutt,87,17.0,US
Mount Baker 2007 Late Harvest Viognier (Yakima Valley),Mount Baker,Paul Gregutt,82,21.0,US
Midnight 2016 Aurora Reserve White (Paso Robles),Midnight,Matt Kettmann,87,29.0,US
One 2015 Flock Red (California),One,Jim Gordon,87,12.0,US
Sean Thackrey NV Pleiades XXV Old Vines Red (California),Sean Thackrey,Jim Gordon,87,24.0,US
Shenandoah Vineyards 2015 Special Reserve Zinfandel (Amador County),Shenandoah Vineyards,Jim Gordon,87,12.0,US
Stottle 2013 6 Prong Vineyard Tempranillo (Horse Heaven Hills),Stottle,Sean P. Sullivan,87,30.0,US
Stottle 2013 Dineen Vineyard Cabernet Sauvignon (Yakima Valley),Stottle,Sean P. Sullivan,87,35.0,US
Ampelos 2015 Ampelos Vineyard Pinot Noir (Sta. Rita Hills),Ampelos,Virginie Boone,87,25.0,US
Boekenoogen 2015 Estate Chardonnay (Santa Lucia Highlands),Boekenoogen,Matt Kettmann,87,32.0,US
Occasio 2010 Del Arroyo Vineyard Rose of Pinot Noir Rosé (Livermore Valley),Occasio,Virginie Boone,88,22.0,US
Dynasty Cellars 2007 DC3 Meritage (Walla Walla Valley (WA)),Dynasty Cellars,Paul Gregutt,88,24.0,US
Milbrandt 2006 Traditions Merlot (Columbia Valley (WA)),Milbrandt,Paul Gregutt,90,15.0,US
Milbrandt 2006 Traditions Cabernet Sauvignon (Columbia Valley (WA)),Milbrandt,Paul Gregutt,90,15.0,US
Soos Creek 2006 Sundance Red Wine Red (Columbia Valley (WA)),Soos Creek,Paul Gregutt,90,20.0,US
Dusted Valley 2007 Old Vine Chardonnay (Yakima Valley),Dusted Valley,Paul Gregutt,90,30.0,US
Girardet 2012 Estate Grown Syrah (Umpqua Valley),Girardet,Paul Gregutt,89,38.0,US
Still Waters 2010 Estate Syrah (Paso Robles),Still Waters,Matt Kettmann,89,32.0,US
Ilsley 2010 Single Vineyard Estate Cabernet Sauvignon (Stags Leap District),Ilsley,Virginie Boone,89,75.0,US
Torii Mor 2012 Olson Estate Vineyard Pinot Noir (Dundee Hills),Torii Mor,Paul Gregutt,89,65.0,US
WillaKenzie Estate 2013 Jory Hills Vineyard Pinot Noir (Dundee Hills),WillaKenzie Estate,Paul Gregutt,88,48.0,US
Irony 2014 Small Lot Reserve Chardonnay (Monterey County),Irony,Matt Kettmann,88,14.0,US
Joleté 2014 Cuvée Select Pinot Noir (Willamette Valley),Joleté,Paul Gregutt,88,29.0,US
Abacela 2013 Barrel Select Garnacha (Umpqua Valley),Abacela,Paul Gregutt,88,29.0,US
Armida 2013 Gold Mine Ranch Zinfandel (Dry Creek Valley),Armida,Virginie Boone,88,48.0,US
Bouchaine 2013 Bacchus Collection Swan Estate Vineyard Pinot Noir (Carneros),Bouchaine,Virginie Boone,88,40.0,US
Dobbes Family Estate 2013 Eola-Amity Cuvée Pinot Noir (Eola-Amity Hills),Dobbes Family Estate,Paul Gregutt,88,40.0,US
Erath 2014 Oregon Pinot Noir (Oregon),Erath,Paul Gregutt,88,19.0,US
Riverhaven 2007 Riverrock Vineyards Syrah (Walla Walla Valley (OR)),Riverhaven,Paul Gregutt,90,28.0,US
Domaine Serene 2008 Yamhill Cuvée Pinot Noir (Willamette Valley),Domaine Serene,Paul Gregutt,90,42.0,US
Montevina 2013 Omira Hills Chardonnay (California),Montevina,Jim Gordon,86,10.0,US
Angel's Cup 2013 Vineyard Selection Pinot Noir (California),Angel's Cup,Jim Gordon,86,12.0,US
Charles B. Mitchell 2013 Reserve Goltz Vineyard Zinfandel (El Dorado),Charles B. Mitchell,Jim Gordon,86,25.0,US
Dutton Estate 2014 Dutton Ranch Kylie's Cuvee Sauvignon Blanc (Russian River Valley),Dutton Estate,Virginie Boone,86,23.0,US
Hess Collection 2014 Shirtail Creek Vineyard Chardonnay (Monterey),Hess Collection,Matt Kettmann,86,14.0,US
LangeTwins 2011 Midnight Reserve Red (Lodi),LangeTwins,Jim Gordon,86,30.0,US
Wood Family Vineyards 2012 Muy Bueno Zinfandel (Livermore Valley),Wood Family Vineyards,Jim Gordon,86,32.0,US
Three 2014 Old Vines Zinfandel (Contra Costa County),Three,Jim Gordon,91,22.0,US
Villa San Juliette 2013 Romantique Reserve Red (Paso Robles),Villa San Juliette,Matt Kettmann,91,60.0,US
Villa San Juliette 2014 Reserve Grenache (Paso Robles),Villa San Juliette,Matt Kettmann,91,32.0,US
Willamette Valley Vineyards 2014 Bernau Block Pinot Noir (Willamette Valley),Willamette Valley Vineyards,Paul Gregutt,91,65.0,US
Williams Selyem 2014 Vista Verde Vineyard Pinot Noir (San Benito County),Williams Selyem,Matt Kettmann,91,58.0,US
Kessler-Haak 2013 Synergy Pinot Noir (Sta. Rita Hills),Kessler-Haak,Matt Kettmann,91,42.0,US
Abacela 2014 Fiesta Tempranillo (Umpqua Valley),Abacela,Paul Gregutt,91,23.0,US
Alma Rosa 2014 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Alma Rosa,Matt Kettmann,91,55.0,US
Baker & Brain 2014 Stolo Vineyard Pinot Noir (San Luis Obispo County),Baker & Brain,Matt Kettmann,91,42.0,US
Claiborne & Churchill 2015 Dry Gewürztraminer (Central Coast),Claiborne & Churchill,Matt Kettmann,91,22.0,US
Mercer 2014 Robert Willis Reserve Spice Cabinet Vineyard Malbec (Horse Heaven Hills),Mercer,Sean P. Sullivan,88,55.0,US
Pedroncelli 2016 Dry Rosé of Zinfandel (Dry Creek Valley),Pedroncelli,Virginie Boone,88,15.0,US
Sculpterra 2014 Maquette Red (Paso Robles),Sculpterra,Matt Kettmann,88,40.0,US
Julia's Dazzle 2016 Benches Vineyard Rosé (Horse Heaven Hills),Julia's Dazzle,Sean P. Sullivan,88,20.0,US
Le Vigne 2014 Di Ranchita Vista Cabernet Franc (Paso Robles),Le Vigne,Matt Kettmann,88,39.0,US
William Church 2014 Gamache Vineyards Malbec (Columbia Valley (WA)),William Church,Sean P. Sullivan,88,40.0,US
Wilson 2014 Sawyer Estate Zinfandel (Dry Creek Valley),Wilson,Virginie Boone,88,42.0,US
Andrew Januik 2012 Stone Cairn Cabernet Sauvignon (Red Mountain),Andrew Januik,Sean P. Sullivan,91,40.0,US
Beckmen 2012 Purisima Mountain Vineyard Syrah (Ballard Canyon),Beckmen,Matt Kettmann,91,32.0,US
Betz Family 2012 Cuvée Frangin Red (Columbia Valley (WA)),Betz Family,Sean P. Sullivan,91,33.0,US
Syncline 2012 Ciel du Cheval Vineyard Syrah (Red Mountain),Syncline,Sean P. Sullivan,91,50.0,US
Tuck Beckstoffer 2010 Semper Ellenbach Vineyard Pinot Noir (Sonoma Coast),Tuck Beckstoffer,Virginie Boone,91,85.0,US
Mark Ryan 2012 Dead Horse Cabernet Sauvignon (Red Mountain),Mark Ryan,Sean P. Sullivan,91,55.0,US
Merryvale 2011 Profile Red (Napa Valley),Merryvale,Virginie Boone,91,175.0,US
Babcock 2012 Je Ne Sais Quoi Pinot Noir (Sta. Rita Hills),Babcock,Matt Kettmann,91,60.0,US
Buena Vista 2012 Eleanora's Selection Chardonnay (Russian River Valley),Buena Vista,Virginie Boone,91,40.0,US
O•S Winery 2010 The Tusk Elephant Mountain Vineyard Cabernet Sauvignon (Yakima Valley),O•S Winery,Paul Gregutt,87,40.0,US
Seven Hills 2011 Seven Hills Vineyard Merlot (Walla Walla Valley (WA)),Seven Hills,Paul Gregutt,93,35.0,US
Sparkman 2010 Ruckus Syrah (Red Mountain),Sparkman,Paul Gregutt,93,48.0,US
Januik 2010 Reserve Red (Columbia Valley (WA)),Januik,Paul Gregutt,93,65.0,US
Andrew Will 2010 Champoux Vineyard Red (Horse Heaven Hills),Andrew Will,Sean P. Sullivan,93,60.0,US
Siduri 2013 Soberanes Vineyard Pinot Noir (Santa Lucia Highlands),Siduri,Matt Kettmann,90,49.0,US
Stoller 2013 Helen's Pinot Noir (Dundee Hills),Stoller,Paul Gregutt,90,70.0,US
Novy 2013 Limerick Lane Vineyard Zinfandel (Russian River Valley),Novy,Virginie Boone,90,34.0,US
Jada Vineyard & Winery 2013 WCS Jack John Grenache (Paso Robles Willow Creek District),Jada Vineyard & Winery,Matt Kettmann,90,75.0,US
Margerum 2014 Sybarite Sauvignon Blanc (Happy Canyon of Santa Barbara),Margerum,Matt Kettmann,91,21.0,US
Martin Lane Winery 2011 Estate Syrah (Sierra Foothills),Martin Lane Winery,Jim Gordon,91,30.0,US
Martin Ray 2013 Reserve Cabernet Sauvignon (Napa Valley),Martin Ray,Virginie Boone,91,35.0,US
Treana 2013 Red Cabernet Sauvignon-Syrah (Paso Robles),Treana,Matt Kettmann,91,45.0,US
Two Vintners 2013 Sal May's Discovery Vineyard Cabernet Sauvignon (Horse Heaven Hills),Two Vintners,Sean P. Sullivan,91,55.0,US
Varozza 2010 Estate Grown Cabernet Sauvignon (St. Helena),Varozza,Virginie Boone,91,80.0,US
Wait Cellars 2013 Devoto Garden Vineyard Pinot Noir (Green Valley),Wait Cellars,Virginie Boone,91,34.0,US
Terra Valentine 2013 Wurtele Vineyard Cabernet Sauvignon (Spring Mountain District),Terra Valentine,Virginie Boone,91,80.0,US
Inconceivable 2013 After the Floods Cabernet Sauvignon (Columbia Valley (WA)),Inconceivable,Sean P. Sullivan,91,25.0,US
K Vintners 2012 Stoneridge Vineyard Cabernet Sauvignon (Columbia Valley (WA)),K Vintners,Sean P. Sullivan,91,45.0,US
Kobler 2012 Kobler Family Vineyards Syrah (Russian River Valley),Kobler,Virginie Boone,91,40.0,US
Bailiwick 2013 Foray Pinot Noir (Russian River Valley),Bailiwick,Virginie Boone,91,44.0,US
Chalk Hill 2012 Estate Red (Chalk Hill),Chalk Hill,Virginie Boone,91,70.0,US
Eric Kent 2013 Small Town Pinot Noir (Sonoma Coast),Eric Kent,Virginie Boone,91,50.0,US
Spann Vineyards 2012 S & M Red (Sonoma Valley),Spann Vineyards,Virginie Boone,90,30.0,US
Flora Springs 2013 Rutherford Hillside Reserve Cabernet Sauvignon (Rutherford),Flora Springs,Virginie Boone,90,150.0,US
Charles & Charles 2015 Art Den Hoed Vineyard Riesling (Washington),Charles & Charles,Sean P. Sullivan,90,14.0,US
Crux 2015 GSM Rosé (Russian River Valley),Crux,Virginie Boone,90,24.0,US
Darioush 2014 Signature Series Chardonnay (Napa Valley),Darioush,Virginie Boone,90,45.0,US
Pure Cru 2012 PureCoz Red (Napa Valley),Pure Cru,Virginie Boone,90,65.0,US
The Farm Winery 2013 LPF Cabernet Sauvignon (Adelaida District),The Farm Winery,Matt Kettmann,90,65.0,US
Thomas George 2014 Baker Ridge Vineyard Estate Chardonnay (Russian River Valley),Thomas George,Virginie Boone,90,45.0,US
Willamette Valley Vineyards 2011 Estate Pinot Noir (Willamette Valley),Willamette Valley Vineyards,Paul Gregutt,87,30.0,US
Jaxon 2011 Tradición Red (Rogue Valley),Jaxon,Sean P. Sullivan,87,32.0,US
Cave B 2009 Cuvée du Soleil Red Red (Columbia Valley (WA)),Cave B,Paul Gregutt,88,48.0,US
Thomas O'Neil Cellars 2009 Fahrenheit 100 Merlot (Columbia Valley (WA)),Thomas O'Neil Cellars,Paul Gregutt,88,26.0,US
Paradise Peak 2012 Sweet Gewürztraminer (Washington),Paradise Peak,Sean P. Sullivan,83,9.0,US
Testarossa 2015 Soberanes Vineyard Pinot Noir (Santa Lucia Highlands),Testarossa,Matt Kettmann,93,65.0,US
Fess Parker 2014 Parker West Pinot Noir (Sta. Rita Hills),Fess Parker,Matt Kettmann,93,55.0,US
Aperture 2014 Oliver's Vineyard Cabernet Sauvignon (Alexander Valley),Aperture,Virginie Boone,93,85.0,US
Babcock 2014 Deja Vu Pinot Noir (Sta. Rita Hills),Babcock,Matt Kettmann,93,60.0,US
Babcock 2014 Ocean's Ghost Babcock Vineyard Pinot Noir (Sta. Rita Hills),Babcock,Matt Kettmann,93,60.0,US
Challen 2014 Zotovich Vineyard Pinot Noir (Sta. Rita Hills),Challen,Matt Kettmann,93,60.0,US
Darioush 2014 Sage Vineyard Sauvignon Blanc (Napa Valley),Darioush,Virginie Boone,93,45.0,US
Waters 2014 Stone Tree Malbec (Wahluke Slope),Waters,Sean P. Sullivan,93,32.0,US
Patricia Green Cellars 2015 Balcombe Vineyard Block 1B Pinot Noir (Dundee Hills),Patricia Green Cellars,Paul Gregutt,93,60.0,US
Patricia Green Cellars 2015 Freedom Hill Vineyard Pinot Noir (Willamette Valley),Patricia Green Cellars,Paul Gregutt,93,37.0,US
Hard Six Cellars 2014 Seven Pillars Jess' Block Syrah (Fort Ross-Seaview),Hard Six Cellars,Virginie Boone,93,60.0,US
Hard Six Cellars 2014 Seven Pillars Syrah (Fort Ross-Seaview),Hard Six Cellars,Virginie Boone,93,40.0,US
Baer 2016 Shard Unoaked Stillwater Creek Chardonnay (Columbia Valley (WA)),Baer,Sean P. Sullivan,88,25.0,US
Ballentine 2014 Pocai Vineyard Estate Grown Cabernet Franc (Calistoga),Ballentine,Virginie Boone,88,50.0,US
Mercy 2016 Zabala Vineyard Sauvignon Blanc (Arroyo Seco),Mercy,Matt Kettmann,88,24.0,US
Pali 2015 Riviera Pinot Noir (Sonoma Coast),Pali,Virginie Boone,88,22.0,US
Pech Merle 2016 Ivy Rosé de Syrah (Sonoma County),Pech Merle,Virginie Boone,88,23.0,US
Rock Wall 2014 Julie's Vineyard Zinfandel (Russian River Valley),Rock Wall,Virginie Boone,88,25.0,US
Saintsbury 2015 Heritage Block Old Wente Chardonnay (Carneros),Saintsbury,Virginie Boone,88,62.0,US
Sandler 2015 Cuvée Ma Belle Heintz Ranch Chardonnay (Russian River Valley),Sandler,Matt Kettmann,88,40.0,US
Spell 2016 Vin Gris of Pinot Noir (Sonoma County),Spell,Virginie Boone,88,23.0,US
St. Francis 2014 Behler Vineyard Merlot (Sonoma Valley),St. Francis,Virginie Boone,88,48.0,US
Talbott 2015 Logan Sleepy Hollow Vineyard Chardonnay (Santa Lucia Highlands),Talbott,Matt Kettmann,88,28.0,US
Board Track Racer 2015 The Chief Cabernet Sauvignon (Columbia Valley (WA)),Board Track Racer,Sean P. Sullivan,88,28.0,US
Boekenoogen 2015 Bell Ranch Vineyard Viognier (Monterey),Boekenoogen,Matt Kettmann,88,35.0,US
Blackbird Vineyards 2013 Contrarian Red (Napa Valley),Blackbird Vineyards,Virginie Boone,91,135.0,US
Carlisle 2014 Monte Rosso Vineyard Zinfandel (Sonoma Valley),Carlisle,Virginie Boone,91,47.0,US
Carlisle 2014 Papa's Block Syrah (Russian River Valley),Carlisle,Virginie Boone,91,44.0,US
Gundlach Bundschu 2013 Estate Vineyard Pinot Noir (Sonoma Coast),Gundlach Bundschu,Virginie Boone,91,39.0,US
Miner 2013 Emily's Cuvée Cabernet Sauvignon (Napa Valley),Miner,Virginie Boone,91,50.0,US
Peter Paul Wines 2013 Gravenstein Highway Pinot Noir (Russian River Valley),Peter Paul Wines,Virginie Boone,91,34.0,US
Roco 2013 RMS Brut Sparkling (Willamette Valley),Roco,Paul Gregutt,91,65.0,US
Winderlea 2014 Murto Vineyard Pinot Noir (Dundee Hills),Winderlea,Paul Gregutt,91,48.0,US
Clavo Cellars 2012 Ole Albariño (Paso Robles),Clavo Cellars,Matt Kettmann,86,25.0,US
Gamache 2014 Estate Grown Riesling (Columbia Valley (WA)),Gamache,Sean P. Sullivan,86,15.0,US
Genoa 2014 Tell-Tale Super-Tuscan-Style White (Columbia Valley (WA)),Genoa,Sean P. Sullivan,86,19.0,US
Leto 2013 The Hidden One Old Vine Estate Grown Chardonnay (St. Helena),Leto,Virginie Boone,86,35.0,US
Wilridge 2013 Estate Wilridge Vineyard Barbera (Naches Heights),Wilridge,Sean P. Sullivan,86,35.0,US
Perry Creek 2011 Altitude 2401 Fair Play Farms Cabernet Sauvignon (El Dorado),Perry Creek,Jim Gordon,86,28.0,US
Two Angels 2011 Mayacamas Mountains Cabernet Sauvignon (Sonoma Valley),Two Angels,Virginie Boone,86,27.0,US
Seufert 2014 Delfino Vineyard Dolcetto (Umpqua Valley),Seufert,Paul Gregutt,87,28.0,US
Sweet Cheeks 2013 Barrel Select Syrah (Southern Oregon),Sweet Cheeks,Paul Gregutt,87,28.0,US
Auclair 2014 Left Blend Artz Vineyard Red (Red Mountain),Auclair,Sean P. Sullivan,87,48.0,US
Martin Ray 2014 Synthesis Cabernet Sauvignon (Napa Valley),Martin Ray,Virginie Boone,87,50.0,US
Nodland 2013 Reserve Cabernet Sauvignon (Walla Walla Valley (WA)),Nodland,Sean P. Sullivan,87,40.0,US
Steele 2013 Goodchild Vineyard Pinot Noir (Santa Barbara County),Steele,Matt Kettmann,87,30.0,US
Tertulia 2013 Phinney Hill Vineyard Carmenère (Horse Heaven Hills),Tertulia,Sean P. Sullivan,87,40.0,US
Sineann 2005 Champoux Vineyard Cabernet Franc (Columbia Valley (OR)),Sineann,Paul Gregutt,93,48.0,US
WillaKenzie Estate 2004 Triple Black Slopes Pinot Noir (Willamette Valley),WillaKenzie Estate,Paul Gregutt,91,55.0,US
Efeste 2013 Big Papa Old Block Cabernet Sauvignon (Columbia Valley (WA)),Efeste,Sean P. Sullivan,92,60.0,US
Boheme 2013 English Hill Vineyard Pinot Noir (Sonoma Coast),Boheme,Virginie Boone,92,49.0,US
Jean Edwards 2013 Stagecoach Vineyard Cabernet Sauvignon (Napa Valley),Jean Edwards,Virginie Boone,92,65.0,US
Woodinville Wine Cellars 2013 Double Vision Cabernet Sauvignon-Syrah (Columbia Valley (WA)),Woodinville Wine Cellars,Sean P. Sullivan,92,50.0,US
Galerie 2015 Naissance Sauvignon Blanc (Napa Valley),Galerie,Virginie Boone,92,30.0,US
Andrew Will 2013 Ciel du Cheval Vineyard Red (Red Mountain),Andrew Will,Sean P. Sullivan,92,64.0,US
Cristom 2015 Estate Pinot Gris (Eola-Amity Hills),Cristom,Paul Gregutt,92,20.0,US
Domaine Serene 2013 Jerusalem Hill Vineyard Pinot Noir (Willamette Valley),Domaine Serene,Paul Gregutt,92,90.0,US
Rusack 2014 Estate Reserve Syrah (Ballard Canyon),Rusack,Matt Kettmann,92,40.0,US
Seven Hills 2014 Pentad Red (Walla Walla Valley (WA)),Seven Hills,Sean P. Sullivan,92,75.0,US
Seven Hills 2014 Reserve Cabernet Sauvignon (Red Mountain),Seven Hills,Sean P. Sullivan,92,75.0,US
Starmont 2016 Rosé of Pinot Noir (Carneros),Starmont,Virginie Boone,92,19.0,US
